Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
567,4,4,54,0,1,0,1,1,2,4,0,0,1,4
217,2,0,56,1,0,0,1,3,2,3,0,0,0,2
589,3,0,24,0,0,0,0,3,2,4,0,0,0,6
46249,10,0,55,0,0,1,0,0,1,2,0,0,1,6
686,2,0,55,0,0,1,1,4,1,1,0,1,0,6
974,3,0,45,0,0,0,0,0,1,3,0,0,0,4
547,2,4,20,0,0,0,0,0,1,0,0,0,0,0
1490,7,0,45,0,0,1,1,2,1,2,0,0,0,2
1237,4,0,20,0,1,0,0,3,0,3,0,0,0,2
204,0,0,27,1,0,0,1,2,1,5,0,1,1,7
1381,1,0,5,1,1,1,0,0,1,4,0,0,0,4
789,7,2,15,0,0,0,0,1,2,3,0,0,0,8
509,3,0,20,0,0,1,0,3,0,3,0,0,1,2
272,5,0,17,1,1,1,1,3,0,6,1,1,1,9
297,1,0,51,1,0,1,0,0,1,0,0,0,0,0
442,2,0,10,0,0,1,0,3,2,0,0,0,0,0
409,1,0,51,1,1,1,0,3,0,5,0,0,0,8
299,1,0,20,1,0,0,1,0,1,6,1,1,1,9
1332,0,0,20,1,0,1,0,3,0,5,0,1,1,0
1983,4,0,35,0,1,0,1,7,1,7,1,1,1,9
5838,4,0,26,0,1,0,0,3,2,1,0,0,0,0
265,3,4,29,1,1,0,0,0,1,0,0,0,0,0
201,0,0,51,1,0,0,1,3,0,5,0,0,0,8
300,2,4,20,0,1,1,1,2,1,5,0,0,0,7
185,4,4,5,1,1,1,0,3,0,5,1,1,1,8
328,2,0,20,0,1,0,1,2,1,5,0,1,1,8
523,10,0,10,0,1,0,0,1,2,1,0,0,0,0
1141,7,0,5,0,1,0,1,0,1,5,0,1,1,7
6057,2,0,21,0,1,0,0,0,1,3,0,1,0,0
831,3,0,55,0,0,1,0,3,0,4,0,0,0,5
294,3,0,55,1,0,0,0,1,2,4,0,0,0,5
170,3,0,5,0,0,1,1,1,2,4,1,1,1,9
213,1,0,20,0,0,1,0,3,2,0,0,0,1,0
13441,1,0,13,1,1,1,1,6,1,5,0,1,1,9
564,6,0,29,1,0,0,0,0,1,4,0,1,1,8
187,1,4,8,1,0,1,1,0,1,3,0,0,0,0
358,0,0,20,1,0,1,0,3,0,5,0,0,0,8
438,0,0,56,1,1,1,1,0,1,3,0,0,1,8
616,4,0,46,0,1,0,1,1,2,4,0,0,0,6
290,2,0,30,1,0,1,0,1,0,0,0,0,0,2
544,5,4,38,0,1,0,1,3,0,5,0,0,0,8
8083,2,0,55,1,1,0,1,3,2,4,0,1,1,5
1108,5,0,5,0,1,0,1,1,2,1,0,0,0,1
194,3,0,5,1,1,1,1,3,0,0,0,1,0,8
293,2,0,10,1,0,0,1,6,1,4,1,0,1,8
300,0,4,20,1,0,0,1,6,1,0,0,0,0,8
251,5,4,20,1,0,1,0,0,1,4,0,0,0,8
9890,7,0,34,0,0,0,1,3,2,2,0,0,1,5
1746,5,0,2,0,0,0,1,0,1,5,1,1,1,7
1008,5,4,29,0,0,0,1,1,0,0,0,0,0,7
7523,6,0,32,0,0,0,0,3,2,1,0,0,0,1
417,0,0,20,1,1,0,1,0,1,5,0,1,1,8
417,0,0,20,1,1,0,1,3,0,5,0,1,0,8
478,4,4,20,0,0,1,0,1,2,5,0,0,0,7
265,2,0,20,1,1,0,1,0,1,4,0,0,1,8
224,0,0,20,1,0,1,0,0,1,5,0,1,0,8
141,3,0,49,0,1,0,1,0,1,5,1,1,1,7
367,5,0,25,0,0,1,1,3,2,1,0,0,1,4
293,6,0,18,0,1,1,0,6,1,6,1,1,1,9
276,1,4,9,0,1,0,0,6,1,4,0,1,1,6
72668,5,4,55,0,0,0,1,6,1,2,0,0,1,2
1059,4,0,55,0,1,0,1,3,2,1,0,0,0,1
174,1,0,20,1,1,0,1,3,0,0,1,1,1,9
336,5,0,26,0,0,1,0,3,0,1,0,1,0,0
200,0,0,20,1,0,0,1,0,1,5,0,0,0,7
878,4,0,55,0,0,0,1,1,0,4,0,0,0,0
450,0,0,41,1,0,1,0,3,0,0,0,0,0,7
543,4,0,54,0,0,1,0,0,1,1,0,0,0,0
122220,5,0,26,0,1,1,1,2,1,1,0,1,1,9
391,0,4,20,1,0,0,1,3,0,5,0,1,0,8
199,2,0,55,1,1,1,1,3,0,0,0,0,0,0
212,1,4,2,1,1,1,1,3,2,0,1,1,1,0
428,4,0,20,0,1,1,0,0,1,5,0,0,1,7
328,1,0,17,1,1,1,1,6,1,0,0,0,0,7
736,5,0,55,0,0,1,0,1,2,1,0,0,0,5
569,7,0,34,0,0,0,1,1,2,2,0,0,0,1
33851,3,0,48,1,1,1,1,7,1,7,1,1,1,9
1685,2,0,33,0,0,0,1,0,1,5,0,0,0,7
1485,3,0,33,1,0,1,0,1,2,5,0,0,0,8
399,6,4,20,0,1,0,0,3,2,1,0,1,1,4
891,5,0,35,0,0,1,0,3,0,4,0,0,1,0
182,2,0,34,1,0,1,0,3,0,3,0,0,0,8
348,0,0,20,1,1,0,0,3,2,0,0,1,0,0
559,5,0,15,0,1,1,1,3,0,1,0,1,1,4
271,1,0,20,1,0,0,0,3,0,6,1,1,1,9
750,2,4,20,0,0,1,0,3,0,5,0,0,0,8
204,5,2,32,0,1,1,1,1,2,1,0,1,1,9
712,2,0,27,0,1,1,0,0,1,4,0,0,0,4
348,1,0,29,1,0,0,0,3,0,4,0,1,0,0
213,1,0,55,1,1,1,0,6,1,5,0,1,0,8
587,2,0,41,0,0,0,1,3,2,4,0,0,0,4
366,0,4,20,1,1,0,0,0,1,0,0,0,1,0
1804,2,0,26,0,1,0,0,3,2,0,0,0,0,2
945,2,4,20,1,0,1,1,3,0,5,0,1,1,9
475,4,0,49,0,0,1,1,0,1,0,0,1,1,7
368,4,0,46,1,1,0,0,3,0,5,0,0,0,8
417,0,4,20,1,1,1,1,0,1,0,0,1,0,7
269,0,4,20,1,1,0,1,0,1,5,0,0,0,7
285,5,0,20,1,1,1,1,3,0,4,1,1,1,8
167,1,0,26,1,1,0,1,7,1,7,1,1,1,9
181,4,2,42,0,1,0,1,2,1,6,1,1,1,9
797,5,4,55,0,0,0,0,1,2,4,0,1,0,6
80965,4,0,55,0,0,0,1,3,2,2,0,1,0,1
311,0,0,20,1,1,1,1,0,1,5,0,0,0,8
586,5,0,18,0,0,0,0,3,0,5,0,0,0,8
365,2,0,35,1,1,0,0,3,0,6,1,1,1,9
729,5,0,5,0,0,0,0,5,0,4,0,0,1,7
322,5,4,26,0,1,0,1,2,1,5,0,1,0,8
490,3,0,45,0,0,0,1,3,2,4,0,0,0,0
180,0,0,20,1,1,0,1,0,1,0,1,1,1,7
392,3,0,7,1,0,1,0,3,0,0,0,0,0,0
632,5,0,16,0,0,1,0,1,2,1,0,0,1,6
224,0,0,20,1,1,1,1,0,1,0,0,0,0,0
303,1,4,3,1,1,1,1,0,1,0,0,1,0,8
504,4,0,34,1,1,1,0,1,2,3,0,0,0,2
130,2,0,55,0,0,0,1,3,0,4,0,0,1,9
130,2,0,20,1,1,0,0,3,2,6,1,1,1,9
428,8,0,34,0,0,1,0,3,0,2,0,1,0,0
1300,2,0,20,0,1,0,1,3,0,5,0,0,0,7
281,1,4,41,0,0,1,0,0,1,0,0,0,0,0
345,2,0,20,1,0,0,0,3,2,5,0,0,0,0
395,4,0,53,1,0,1,1,3,0,0,0,1,1,4
320,0,4,20,1,0,1,0,3,0,5,0,0,1,7
3499,1,2,20,1,1,1,1,3,0,0,0,0,0,8
266,4,0,34,1,1,1,1,1,0,6,1,1,1,9
308,1,0,20,0,1,1,1,3,0,3,0,0,0,8
548,4,4,7,0,0,1,1,1,2,4,0,0,0,6
1249,6,0,15,0,0,0,0,1,2,2,0,0,0,2
483,3,0,34,0,0,1,0,3,0,0,0,0,0,7
1611,1,0,9,1,0,1,0,7,1,7,1,1,1,9
158,2,0,55,1,1,0,1,6,1,0,0,1,1,7
806,4,0,41,0,1,1,1,6,1,5,0,0,0,8
511,10,0,21,0,1,0,1,1,2,6,1,1,1,9
592,2,0,45,0,0,1,0,0,1,0,0,1,0,0
7773,4,0,34,1,1,0,1,3,0,0,0,0,0,0
661,4,0,54,0,1,0,0,1,2,1,0,0,0,5
26795,0,0,20,1,1,0,1,7,1,7,1,1,1,9
284,1,0,20,0,0,1,1,3,0,5,0,0,1,7
228,0,4,20,1,1,1,1,0,1,0,0,0,0,8
331,5,4,20,0,1,1,0,0,1,1,0,1,0,0
641,7,0,34,0,0,0,1,6,1,5,0,0,0,7
1330,7,0,46,1,0,1,0,3,0,3,1,1,1,4
1512,0,0,9,1,0,1,0,0,1,0,0,0,0,8
940,9,0,55,0,0,1,0,3,0,2,0,0,0,4
388,3,0,55,0,0,1,0,3,2,4,0,1,1,6
1810464,2,0,3,1,0,1,0,7,1,7,1,1,1,9
166,0,4,55,1,1,0,1,6,1,6,1,1,1,9
359,1,0,20,0,1,1,1,0,1,5,0,0,1,7
422,0,0,35,1,1,0,1,0,1,5,1,0,1,8
310,2,0,29,1,0,1,0,3,0,4,0,0,0,8
390,2,4,44,1,1,1,0,6,1,6,1,1,1,9
227,4,0,55,1,1,1,1,3,0,4,0,0,1,0
156,0,4,20,1,1,1,1,3,0,0,0,1,0,8
416,1,0,55,1,0,1,0,3,0,0,0,0,0,8
193,3,4,38,0,0,1,0,4,1,6,1,1,1,9
1089,3,0,48,0,0,1,1,3,0,5,0,0,1,8
168,4,0,33,1,0,1,0,1,0,3,1,1,0,5
357,2,0,5,1,1,1,0,1,2,0,0,0,0,0
139,5,0,20,0,0,1,0,3,0,0,0,1,1,9
1160,2,0,20,0,1,0,1,2,1,5,0,0,0,8
1425,8,4,7,0,0,0,1,3,2,3,0,0,0,4
471,8,0,29,1,1,0,0,3,0,5,0,0,1,8
271,0,2,20,1,1,0,1,0,1,0,1,1,1,9
2466,4,0,33,1,1,0,0,3,2,5,0,0,0,8
2826,6,0,29,0,1,0,0,0,1,2,1,1,1,7
1097,1,0,9,0,1,0,0,2,1,6,1,1,1,9
170,7,4,55,0,0,0,0,0,1,6,1,1,1,9
217,4,0,15,0,0,1,1,3,0,5,1,1,1,7
788,2,0,41,0,1,1,0,3,2,0,0,0,0,8
236,4,0,57,1,0,0,0,3,0,6,1,1,1,9
397,4,0,20,0,0,0,1,1,0,6,1,1,1,9
350,2,0,20,0,1,0,1,2,1,6,1,1,1,9
398,6,0,2,1,0,0,1,3,0,2,0,0,0,5
580,7,0,55,0,0,0,1,1,2,5,0,1,0,8
323,0,0,20,1,0,0,1,0,1,0,1,1,0,7
1338,6,4,42,0,0,0,0,0,1,1,0,0,0,7
309,1,0,20,0,1,0,1,2,1,6,1,1,1,9
856,4,0,34,0,0,1,0,3,0,4,0,0,0,6
292,6,4,1,0,1,1,1,4,1,6,1,1,1,9
190,6,0,45,0,1,1,0,6,1,3,0,0,1,9
37515,2,4,7,1,1,1,1,3,0,0,0,1,0,0
686,3,0,56,0,1,1,0,3,2,4,0,0,0,5
843,5,4,1,0,1,1,0,6,1,5,0,0,0,8
328,2,4,35,0,0,1,0,0,1,3,0,0,0,8
425,3,0,33,1,0,0,1,3,2,0,1,1,1,7
191,0,0,20,1,0,1,0,3,0,0,0,0,1,8
350,3,2,56,0,0,0,1,3,0,6,1,1,1,9
329,1,0,55,0,1,0,1,0,1,3,0,0,0,8
3742,4,0,17,0,0,1,0,3,0,4,0,0,0,0
384,0,0,56,0,1,0,0,7,1,7,1,1,1,9
422,2,4,34,1,1,1,1,0,1,0,1,1,1,4
1928,7,0,55,0,0,1,1,3,2,3,0,0,0,2
617,1,4,20,0,0,1,0,0,1,3,0,0,0,4
293,1,0,20,1,0,0,0,0,1,5,0,0,0,8
482,1,0,20,0,0,0,1,0,1,0,0,0,0,8
1249,8,0,1,0,0,1,1,3,0,2,0,1,0,5
2361,0,4,20,1,1,1,0,0,1,5,0,0,0,8
1207,3,0,29,0,1,1,1,3,2,1,0,0,0,6
71012,3,0,51,0,0,0,0,4,1,0,0,1,0,8
300,1,4,55,0,0,1,0,0,1,3,0,0,0,5
185,2,4,20,0,1,0,0,2,1,5,0,0,1,7
339,2,0,33,1,1,0,0,3,0,5,0,1,1,9
527,2,0,48,0,0,1,1,3,2,4,0,0,0,5
66780,2,0,55,0,0,0,1,0,1,4,0,0,0,2
1663,5,0,5,0,0,0,0,3,0,2,0,0,0,0
651,4,0,23,0,0,1,1,1,2,2,0,1,0,6
349,0,4,20,1,1,1,1,3,0,0,1,0,0,7
484,3,0,17,0,0,0,1,0,1,0,1,1,1,0
309,1,0,20,1,0,1,0,3,0,5,0,0,0,8
328,2,0,20,1,1,1,1,3,0,5,0,1,0,8
986,2,0,14,0,1,0,0,3,2,3,0,0,0,2
250,1,4,55,1,1,0,1,1,2,4,0,0,0,6
177,2,0,4,1,1,1,1,3,0,5,1,1,1,8
276,1,4,45,1,0,1,1,0,1,0,0,0,1,7
832,1,4,13,1,1,0,0,0,1,0,0,0,0,8
208,2,4,37,0,0,0,1,0,1,0,0,1,1,0
440,2,0,20,0,1,1,0,3,0,0,0,1,0,0
677,1,4,50,1,1,0,1,3,0,0,0,0,1,8
196,0,0,20,1,1,1,1,6,1,3,0,1,1,7
331,0,0,20,1,1,0,1,2,1,5,1,1,1,7
206,1,4,55,1,1,0,1,0,1,0,0,0,1,9
451,3,4,41,0,0,1,1,3,2,5,0,0,0,8
311,0,0,20,1,1,0,0,0,1,5,0,0,1,8
785,5,0,37,0,0,1,1,0,1,1,0,1,1,0
840,1,0,20,0,1,1,0,2,1,5,0,0,0,7
306,3,4,34,1,1,0,1,6,1,6,1,1,1,9
478,2,0,20,0,0,0,0,0,1,5,0,0,0,8
103149,3,4,34,1,0,0,0,3,0,5,1,1,1,7
414,6,0,8,1,0,0,0,0,1,2,0,0,0,8
1352,10,0,55,0,0,1,1,3,2,2,0,0,0,5
6832,2,0,5,1,0,1,0,6,1,3,0,1,0,8
1443,6,0,24,0,0,1,1,1,0,2,0,0,1,9
234,1,0,26,1,1,0,0,0,1,3,0,0,0,0
182,5,4,15,0,0,0,1,3,0,5,0,1,1,9
235,0,0,20,1,0,1,0,0,1,0,0,0,0,8
431,0,0,20,1,1,1,1,0,1,3,0,0,0,8
329,5,4,55,0,1,1,1,3,0,4,1,1,1,7
232,2,4,55,0,1,0,1,0,1,5,0,0,1,7
3265,4,4,20,0,1,1,0,3,0,5,0,0,0,8
241,1,4,9,1,0,1,0,3,0,6,1,1,1,9
1756,3,0,20,0,0,1,1,0,1,5,0,1,1,7
231,5,4,26,0,0,0,1,0,1,5,0,1,1,9
26721,1,0,56,0,1,0,1,3,0,5,0,1,0,8
534,3,0,34,1,0,0,1,6,1,3,0,1,0,0
370,5,0,34,0,0,0,1,3,0,4,0,1,1,7
280,2,0,55,0,0,1,0,3,0,5,1,1,1,7
497,5,0,55,0,0,1,0,1,2,2,0,0,0,5
360,1,0,20,1,1,1,1,3,0,5,0,0,0,0
254,1,0,55,1,0,0,0,0,1,0,0,0,0,0
2855,2,2,55,1,0,0,0,3,2,0,0,0,0,2
370,1,0,20,1,1,0,0,0,1,3,0,1,1,4
2135,5,4,49,0,0,1,0,1,2,4,0,0,0,6
393,4,0,5,1,0,0,1,1,2,0,1,1,1,7
453,1,2,20,1,1,1,0,0,1,5,0,0,0,8
303,1,0,20,1,0,1,1,0,1,3,0,0,0,2
141,2,0,28,0,0,0,1,7,1,7,1,1,1,9
313,2,0,55,1,0,1,0,3,0,5,0,0,0,8
258,6,4,41,1,0,1,1,0,1,5,0,1,0,8
144,2,0,20,1,1,1,1,0,1,0,1,1,1,0
1358,5,0,2,0,1,1,0,3,2,2,0,0,0,2
959,2,0,29,1,0,1,0,3,0,0,0,0,0,8
9211,9,0,55,0,1,0,1,3,2,2,0,1,1,8
365,4,2,20,0,0,0,1,3,0,4,0,0,1,7
451,1,0,55,0,0,0,0,0,1,3,0,0,0,2
3994,3,4,26,0,0,0,1,3,0,1,0,0,0,8
563,3,4,20,0,0,1,1,3,0,5,0,0,1,7
1846,9,0,26,0,1,0,1,3,2,3,0,0,0,5
1442,5,4,55,0,0,0,0,0,1,5,0,0,0,7
367,2,0,35,1,1,1,0,0,1,5,0,0,0,8
328,4,0,5,1,0,1,0,0,1,0,0,0,0,0
240,0,0,20,1,1,0,1,0,1,5,0,1,0,7
264,2,4,33,1,1,0,1,6,1,6,1,1,1,9
236,2,4,33,1,1,0,0,0,1,0,0,0,0,8
51679,1,0,20,1,1,0,0,3,0,5,0,0,1,9
3913,5,4,1,1,0,1,0,3,0,5,0,0,0,8
229,1,0,55,1,1,0,1,3,0,0,0,0,1,8
277,0,0,20,1,0,0,1,2,1,0,0,0,0,0
466,2,0,14,0,0,1,0,0,1,5,0,0,0,8
342,0,0,33,1,0,0,0,0,1,0,0,1,0,8
173,2,0,20,0,1,0,0,0,1,6,1,1,1,9
2091,1,0,20,1,1,0,0,0,1,5,0,0,0,8
1721,6,0,26,0,1,0,1,3,0,2,1,1,1,8
504,1,0,50,1,1,1,0,0,1,3,0,0,0,0
666,6,0,2,0,0,1,1,0,1,1,1,1,1,7
256,0,0,26,1,1,1,1,0,1,5,0,0,1,0
592,6,0,55,0,0,0,0,1,2,1,0,0,0,5
1190,8,0,13,0,0,1,0,1,0,2,0,0,0,7
2242,4,0,7,0,0,1,0,0,1,4,0,0,0,6
343,4,4,34,0,0,0,1,4,1,5,1,1,1,7
438,2,0,20,0,0,0,1,0,1,5,0,0,0,8
1117,8,0,16,0,0,1,0,1,2,0,0,0,0,6
662,3,0,55,0,0,1,0,1,2,1,0,0,0,1
296,5,0,20,0,1,0,1,3,0,4,0,0,0,4
8901,0,0,54,1,1,1,1,6,1,5,0,1,0,8
303,0,0,20,1,0,0,1,3,0,5,0,0,0,8
1630,5,0,29,0,0,1,1,0,1,2,1,0,1,8
259,0,0,20,1,1,1,0,1,0,0,0,0,0,7
226,0,0,13,1,0,1,0,6,1,6,1,1,1,9
167,0,2,9,1,1,0,1,6,1,6,1,1,1,9
318,0,0,10,1,1,0,1,3,0,5,0,1,1,9
276,6,0,34,1,1,1,0,3,0,1,0,0,1,8
5763,0,0,55,1,1,0,1,7,1,7,1,1,1,9
126,0,0,20,1,1,1,1,7,1,7,1,1,1,9
993,6,0,20,0,0,1,1,3,0,4,0,0,1,5
2442,3,4,26,0,0,0,1,0,1,4,1,0,1,0
302,3,4,22,1,0,0,0,1,2,0,0,0,1,8
372,5,0,20,0,1,1,0,0,1,5,0,0,1,7
454,8,4,29,0,1,1,0,3,0,1,0,1,0,8
353,3,0,20,1,0,1,0,0,1,5,0,0,0,0
2918,0,0,20,1,0,0,0,0,1,0,0,1,0,7
1653,2,0,34,1,0,1,0,5,0,0,0,0,0,0
6174,3,0,29,0,0,1,1,3,0,0,0,0,0,8
343,0,0,20,1,0,1,0,0,1,3,0,0,0,0
166708,6,0,11,0,0,0,1,1,2,2,0,0,0,4
311,0,0,20,1,1,1,1,0,1,5,0,0,0,7
2308,3,0,35,1,0,0,1,0,1,4,0,1,1,9
3545,5,0,26,0,0,0,1,0,1,2,0,1,1,4
311,5,4,29,1,0,1,0,1,2,0,0,1,0,8
363,1,0,5,0,1,0,0,4,1,0,0,0,0,0
31422,6,0,27,0,0,1,0,3,2,3,0,0,0,2
186,0,0,20,1,1,0,0,0,1,0,0,0,0,0
921,8,0,34,0,1,0,1,3,0,3,1,1,1,7
159,5,0,26,0,1,0,1,7,1,7,1,1,1,9
464,0,0,20,1,0,1,0,0,1,0,0,0,0,8
177,2,0,28,1,0,1,1,1,2,6,1,1,1,9
94345,5,0,5,1,1,0,1,6,1,0,0,1,1,0
236,4,4,20,0,1,0,1,3,0,5,0,1,0,8
231,0,0,55,0,1,1,0,0,1,0,0,1,0,8
418,1,0,50,1,1,1,1,1,0,3,0,0,0,0
535,4,0,55,0,1,0,0,1,2,1,0,1,0,6
621,2,4,22,0,0,0,0,3,2,4,0,1,1,7
568,2,0,27,0,0,1,0,0,1,3,0,0,0,2
195,4,4,55,0,0,0,1,0,1,6,1,1,1,9
584,4,4,55,0,1,0,0,3,2,1,0,0,0,6
227,2,0,35,1,1,0,1,0,1,0,0,1,1,9
191,6,0,55,0,1,0,0,3,0,1,1,1,1,8
202,2,0,20,0,0,0,1,0,1,0,0,0,0,8
166,2,0,20,1,1,1,1,3,2,6,1,1,1,9
288,1,0,55,1,0,1,0,3,2,3,0,0,0,2
3701,8,0,26,0,1,0,0,4,1,4,0,0,0,0
803,9,0,0,0,0,0,1,5,2,1,0,0,1,0
1356,6,4,20,0,0,1,0,1,2,1,0,0,0,0
398,6,4,43,0,0,0,1,3,0,1,0,0,0,0
803,3,0,20,0,0,1,0,2,1,5,0,0,0,8
134,8,4,54,0,0,0,0,6,1,6,1,1,1,9
488,1,4,30,1,0,1,1,3,0,3,1,1,0,9
217,0,0,30,1,0,0,0,3,0,3,0,1,1,7
213,1,4,55,1,1,1,0,3,0,0,1,1,1,0
833,2,0,22,0,0,1,0,3,0,5,0,1,0,8
266,1,0,21,1,1,0,1,6,1,3,0,1,0,8
314,2,0,30,1,0,1,0,1,0,3,0,0,0,2
238,4,4,20,0,1,0,0,0,1,6,1,1,1,9
749,5,0,20,0,0,0,1,3,0,1,1,1,1,8
485,4,0,28,0,0,1,1,0,1,5,0,1,1,0
445,3,0,20,0,1,1,1,3,0,5,0,0,0,7
280,0,0,20,1,0,1,1,0,1,5,0,0,0,8
762,2,0,41,0,1,1,1,3,2,3,0,1,1,4
672,4,4,20,0,1,1,1,1,0,6,1,1,1,9
441,2,0,3,1,0,0,0,2,1,3,0,0,0,4
581,1,0,20,1,0,1,0,0,1,0,0,0,0,7
747,2,0,20,0,0,0,1,0,1,0,0,0,0,8
178,3,0,20,1,1,1,1,3,0,6,1,1,1,9
1937,6,0,20,0,0,0,0,3,2,4,0,1,0,6
365,0,0,20,1,0,0,1,0,1,5,1,1,1,7
402,3,0,46,0,0,1,0,3,2,4,0,1,0,6
142,1,4,20,0,1,0,0,0,1,0,0,0,1,8
412,6,0,25,0,1,1,1,3,0,3,0,1,1,8
732,8,0,55,0,0,0,1,0,1,2,1,1,1,7
377,1,0,20,1,1,1,1,3,0,5,0,0,1,8
419,0,4,20,1,1,1,0,3,2,3,0,0,0,0
130,0,0,55,1,1,0,1,6,1,0,0,1,1,7
158,2,4,3,1,0,0,1,0,1,0,0,1,1,7
185,0,0,9,1,0,0,1,6,1,5,0,1,0,8
249,5,0,52,1,0,0,1,0,1,5,1,1,1,7
502,3,4,15,1,0,1,1,3,0,5,0,0,0,8
340,2,0,20,0,0,1,0,3,2,5,0,0,0,8
692,1,0,3,1,0,1,0,3,0,0,0,0,0,0
172,0,0,20,1,1,0,1,2,1,5,0,1,1,9
1126,4,0,32,0,0,0,0,3,2,2,0,0,0,0
400,0,0,20,1,0,0,0,0,1,0,0,0,0,8
125,7,4,20,0,1,1,0,3,2,4,0,0,1,9
5750,5,4,5,0,0,0,1,1,2,0,0,0,0,6
413,2,0,20,0,1,1,1,0,1,0,1,1,1,7
154,1,4,35,1,1,1,1,0,1,6,1,1,1,9
259,0,0,20,1,0,1,0,0,1,5,0,0,0,8
921,5,0,0,1,0,1,0,3,0,0,0,0,0,8
211,3,4,20,0,1,1,1,2,1,0,0,0,0,0
46303,1,4,20,1,1,1,1,0,1,6,1,1,1,9
263,0,0,20,1,1,0,1,0,1,0,0,0,1,7
407,6,0,55,1,0,0,1,6,1,1,0,0,0,5
266,3,0,45,1,0,0,1,1,2,5,0,0,0,8
331,4,0,5,1,0,1,0,0,1,0,0,0,0,0
349,4,1,54,0,0,1,1,1,2,2,0,1,0,1
446,2,4,55,0,0,0,0,3,0,3,0,0,0,4
571,0,4,20,1,0,1,0,0,1,0,0,0,0,8
744,7,0,55,0,0,1,1,3,0,2,0,0,0,0
445,2,4,27,1,1,1,0,6,1,0,0,1,0,8
215,2,4,15,1,1,0,0,3,0,4,0,0,0,4
193,0,4,56,1,0,1,1,0,1,6,1,1,1,9
262,5,0,55,1,0,0,0,3,2,1,0,0,0,2
384,4,0,13,0,0,1,1,3,0,5,0,0,0,0
1015,9,0,25,0,0,0,1,1,0,2,0,0,0,2
524,1,0,0,1,1,0,0,3,0,0,0,0,0,0
481,9,0,55,1,0,0,0,0,1,0,0,0,1,8
533529,3,0,45,0,1,0,0,2,1,5,0,0,0,8
343,0,0,20,1,0,1,0,0,1,0,0,0,0,8
7087,2,4,20,0,0,1,0,3,2,0,0,0,0,8
432,4,4,33,0,0,0,0,0,1,3,0,0,0,7
275,3,0,17,0,1,0,1,3,0,5,0,1,1,9
518,2,0,34,0,0,0,0,0,1,4,0,0,1,4
421,5,0,29,1,0,1,1,0,1,0,0,0,0,8
758,0,0,13,1,1,1,0,2,1,5,0,0,1,8
297,1,4,50,1,1,1,0,0,1,0,0,0,0,8
344,1,4,55,1,0,1,1,3,0,0,0,0,0,8
937,2,0,9,1,1,0,1,7,1,7,1,1,1,9
195,2,0,52,1,0,1,0,1,2,5,0,0,0,8
1194,3,4,55,0,0,1,0,1,2,4,0,0,0,6
573,2,0,29,0,0,0,1,3,0,4,0,0,0,7
181,0,0,20,1,1,0,0,0,1,5,1,1,1,0
541,4,0,55,0,1,0,1,3,2,1,0,1,1,0
718,2,0,34,0,1,1,0,3,2,4,0,0,0,5
571,2,0,33,0,0,1,0,0,1,0,0,1,1,0
488,2,0,20,0,1,1,0,0,1,0,0,1,1,0
214,1,0,56,1,1,0,0,0,1,0,0,0,0,8
212,0,0,13,1,0,1,1,0,1,0,0,1,1,7
222,0,0,20,1,0,1,0,0,1,0,0,0,0,8
2457,4,0,26,0,1,0,1,2,1,5,0,0,0,8
466,9,0,55,0,1,1,0,3,0,2,0,0,1,6
204,0,0,20,1,1,0,0,0,1,5,0,0,0,7
262,2,4,55,0,0,0,1,3,0,4,0,0,1,0
499,0,0,20,1,0,1,1,0,1,0,0,0,0,0
286,4,4,56,0,1,1,1,2,1,6,1,1,1,9
1303033,0,4,51,1,1,0,1,1,0,5,0,0,0,8
505,0,0,55,1,0,1,0,1,2,4,0,0,0,5
711,0,0,20,1,0,1,0,0,1,3,0,0,0,8
236,1,0,20,1,0,1,0,0,1,5,0,0,0,8
348,4,0,20,0,1,0,0,5,0,0,0,0,0,8
651,2,0,20,0,0,1,0,3,0,0,0,0,0,0
3821,0,0,20,0,0,1,0,1,0,4,0,0,0,4
943,2,0,5,0,0,1,0,0,1,5,0,1,1,7
360,4,0,44,1,0,1,1,6,1,5,0,0,1,8
167,0,0,15,1,0,0,1,0,1,0,0,0,1,7
180,1,0,20,1,1,0,1,0,1,5,0,1,1,7
321,0,0,34,1,0,0,0,6,1,0,0,0,0,0
726,3,0,26,0,1,1,0,1,2,4,0,1,0,6
231,2,4,28,1,1,1,0,3,0,0,0,0,0,0
374,8,0,55,0,0,1,0,6,1,2,0,0,1,2
